File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1934p2, 7, 12, 24-1, 24-6, B, 
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1935p1, 1, 6, 25-1, 25-6, B, 
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1935p2, 7, 12, 26-1, 26-6, B, 
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1936p1, 1, 6, 27-1, 27-6, B, 
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1936p2, 7, 12, 28-1, 28-5, B, Aug/Sept together as 28-2
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1937p1, 1, 6, 29-1, 29-6, B, 
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1937p2, 7, 12, 30-1, 30-6, B, 
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1938p1, 1, 6, 31-1, 31-6, B, 
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1938p2, 7, 12, 32-1, 32-6, B, 
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, , 1939p1, 1, 5, 33-1, 33-5, B, continuous numbering stops
http://static.free-dissociation.com/magventory/mag-012.jpg, nhinchen, mgentile555, 9/27/2007, JSB & JFC, , , unDA, Weird Tales, monthly, Page #s continuous through volume, *the list of numbers spans 2 columns, Date Start and Date End, , , , , , 
http://static.free-dissociation.com/magventory/mag-013.jpg, mkr, mgentile555, 4/20/2007, JSB + JFC, , , unDA, misc, , , , 1973-74, 4/73, 2/74, 1-1, 1-6, B, Vertex (bimonthly), Binding Status: 
http://static.free-dissociation.com/magventory/mag-013.jpg, mkr, mgentile555, 4/20/2007, JSB + JFC, , , unDA, misc, , , , 1974-75, 4/74, 4/75, 2-1, 3-1, B, Vertex (bimonthly), Binding Status: 
http://static.free-dissociation.com/magventory/mag-013.jpg, mkr, mgentile555, 4/20/2007, JSB + JFC, , , unDA, misc, , , , , , , 3-2, 3-4, U, Vertex (bimonthly), Binding Status: 
http://static.free-dissociation.com/magventory/mag-013.jpg, mkr, mgentile555, 4/20/2007, JSB + JFC, , , unDA, misc, , , , 1969-70, 8 9 or 12, 11/19*, 1-1, 1-12, B, Vision of Tomorrow, Binding Status: 
http://static.free-dissociation.com/magventory/mag-013.jpg, mkr, mgentile555, 4/20/2007, JSB + JFC, , , unDA, misc, , , , , 1; 2; 3; 4; 5; 7; 8; 9/10, , , , , , Binding Status: 
http://static.free-dissociation.com/magventory/mag-013.jpg, mkr, mgentile555, 4/20/2007, JSB + JFC, , , unDA, misc, , , , , fall; winter; spr; sum, , 1, 4, B, Weird Mystery, Binding Status: bound together
http://static.free-dissociation.com/magventory/mag-013.jpg, mkr, mgentile555, 4/20/2007, JSB + JFC, , , unDA, misc, , , , , , , 1971*, , , , Binding Status: bound together
http://static.free-dissociation.com/magventory/mag-013.jpg, mkr, mgentile555, 4/20/2007, JSB + JFC, , , unDA, misc, , , , 1954, , , 1-1, 1-2, , Science Fiction Digest, Binding Status: bound together
http://static.free-dissociation.com/magventory/mag-014.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, Venture (American and/or British), monthly; bimonthly; quarterly, , , 1957, 1, 11, 1-1, 1-6, B, American edition
http://static.free-dissociation.com/magventory/mag-014.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, Venture (American and/or British), monthly; bimonthly; quarterly, , , 1958, 1, 7, 2-10, 2-400*, B, 
http://static.free-dissociation.com/magventory/mag-014.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, Venture (American and/or British), monthly; bimonthly; quarterly, , , 1969-70, 5; 8; 11/69, 2; 5; 8/70, 3-100, 4-300, B, "quarterly"
http://static.free-dissociation.com/magventory/mag-014.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, Venture (American and/or British), monthly; bimonthly; quarterly, , , 1963, 9, 12, 1, 4, B, British edition "monthly"
http://static.free-dissociation.com/magventory/mag-014.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, Venture (American and/or British), monthly; bimonthly; quarterly, , , 1964p1, 1, 6, 5, 10, B, 
http://static.free-dissociation.com/magventory/mag-014.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, Venture (American and/or British), monthly; bimonthly; quarterly, , , 1964, 8; 9; 11, , 12; 13; 15, , U, 
http://static.free-dissociation.com/magventory/mag-014.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, Venture (American and/or British), monthly; bimonthly; quarterly, , , 1965, 2; 3; 5, 12, 18; 19, 21; 28, U, 
http://static.free-dissociation.com/magventory/mag-014.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, Venture (American and/or British), monthly; bimonthly; quarterly, , , 1965, 6, , 22, , U, 
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1955p1, 5/55, 7/55; 9/55, 11(32), 13(34), B, Other Worlds Science Stories (may be "Universe" too)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1955-56, 11/55; 2; 4, 6; 9; 11/56, 14(35), 19(40), B, Other Worlds Science Stories (may be "Universe" too) note dual issue numbers
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , , 5/57, , 21(42), , U, Other Worlds Science Stories (may be "Universe" too)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1953-54, 6/53; 9; 12/53, 3; 5/54*, 1, 5, B, Universe (inter merges w other worlds)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1954-55, 7; 9; 11/54, 2; 3/55, 6, 10, B, Universe (inter merges w other worlds)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1939p1, 3, 7, 1-1, 1-5, B, Unknown (monthly)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1939p2, 8, 12, 1-6, 2-4, B, Unknown (monthly)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1940p1, 1, 6, 2-5, 3-4, B, Unknown (monthly)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1940p2, 7, 12, 3-5, 4-4, B, Unknown (monthly)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1941p1, 2; 4; 6; 8, , 4-5, 5-2, B, Unknown (monthly) (becomes bimonthly)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1941-42, 10/41, 6/42*, 5-3, 6-1, B, Unknown Worlds (name change)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1942-43, 8/42, 4/43, 6-2, 6-6, B, Unknown Worlds (name change)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , 1943p2, 6/43, 10/43, 7-1, 7-3, B, 
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , , 1 2 ?/1954, , 1-1, 1-3, B, Vargo Statten Science Fiction Magazine
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , , 6/58, , 1-1, , B, Vanguard (bound together)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , , 1953?, , 1-1, 1-2, , Vortex (bound together)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , , 12/50*, 2/1951, 1-1, 1-3, , Worlds Beyond (bound together)
http://static.free-dissociation.com/magventory/mag-015.jpg, mkr, mgentile555, 9/20/2007, JSB + JFC, , , unDA, misc, , , , , , , 1-5, , U, Vargo Statten British Science Fiction Magazine
http://static.free-dissociation.com/magventory/mag-016.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, misc, , , , 1993-94, [1/93; 4/93; 7/93; 8/93; 10/93; 12/93; [2; 4; 6; 8; 10; 12]/94], , 1 (1-1), 1-2 (2-6), B, Tomorrow Speculative Fiction
http://static.free-dissociation.com/magventory/mag-016.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, misc, , , , 1993-94, [1/93; 4/93; 7/93; 8/93; 10/93; 12/93; [2; 4; 6; 8; 10; 12]/94], , 1, 10, B, Twilight Zine
http://static.free-dissociation.com/magventory/mag-016.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, misc, , , , 1993-94, [1/93; 4/93; 7/93; 8/93; 10/93; 12/93; [2; 4; 6; 8; 10; 12]/94], , 11, 20, B, Twilight Zine also includes "Appalling Stories #19" asa TZ companion to #19
http://static.free-dissociation.com/magventory/mag-016.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, misc, , , , 1993-94, [1/93; 4/93; 7/93; 8/93; 10/93; 12/93; [2; 4; 6; 8; 10; 12]/94], , 21, 30, B, TZ
http://static.free-dissociation.com/magventory/mag-016.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, misc, , , , 1993-94, [1/93; 4/93; 7/93; 8/93; 10/93; 12/93; [2; 4; 6; 8; 10; 12]/94], , 31, 40, B, TZ 33 is 1/80; 34 is 1/83; 35 is 9/83; 36 is fall/85; 37 is fall/86; 38 is Spr/87; 39 is Fall/87; 40 is IAP/89
http://static.free-dissociation.com/magventory/mag-016.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, misc, , , , 1950-52, Win/50; [Spr; Sum; Win]/57; Spr/52, , 1 (1-1), 5 (1-5), B, Two Complete Science Adventure Books
http://static.free-dissociation.com/magventory/mag-016.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, misc, , , , 1952-59, [Sum; Win]/52; [Spr; Sum]/53; Win/53; Spr/54, , 6 (1-6), 11 (1-11), B, Two Complete Science Adventure Books
http://static.free-dissociation.com/magventory/mag-016.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, misc, , , , 1977, [Win; Spr; Sum], 1-1 (1), 1-3 (3), , B, Unearth
http://static.free-dissociation.com/magventory/mag-016.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, misc, , , , 1977-79, [Fall/77; [Win; Spr; Sum]/78; Win/79, 1-4 (4), , 1-4 (8), B, Unearth; "Ultimate Reprints" - not a magazine name; just binding name; "Fantastic Adventures Yearbook 1970"; "Science Fiction Adventures Yearbook 1970"
http://static.free-dissociation.com/magventory/mag-017.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, Thrilling Science Fiction, quarterly (except when bimonthly), , , 1966-67, , , 1, 7, B, "The Most Thrilling Science Fiction Ever Told"; four issues in '66; 3 in '67; last fall & winter; no other date info
http://static.free-dissociation.com/magventory/mag-017.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, Thrilling Science Fiction, quarterly (except when bimonthly), , , 1968-69, Spr 69, Sum 69, 8, 13, B, 
http://static.free-dissociation.com/magventory/mag-017.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, Thrilling Science Fiction, quarterly (except when bimonthly), , , 1969-70, Fall 69, Win 70, 14, 18, B, (no winter '69)
http://static.free-dissociation.com/magventory/mag-017.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, Thrilling Science Fiction, quarterly (except when bimonthly), , , 1971-72, Spr 71, Apr 72, 19, 24, B, [Spr; Sum; Fall; Dec]/71; [2; 4]/72; becomes bimonthly
http://static.free-dissociation.com/magventory/mag-017.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, Thrilling Science Fiction, quarterly (except when bimonthly), , , 1972 (2), 6/72, 12/72, 25, , B, numbers stop at 26
http://static.free-dissociation.com/magventory/mag-017.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, Thrilling Science Fiction, quarterly (except when bimonthly), , , 1973, 2/73, 12/73, , , B, 
http://static.free-dissociation.com/magventory/mag-017.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, Thrilling Science Fiction, quarterly (except when bimonthly), , , 1974-75, 2/74, 12/74, , , B, "combined with SF Adventures" in 4/75 only
http://static.free-dissociation.com/magventory/mag-017.jpg, dnawi, mgentile555, 9/20/2007, JSB+JFC, , , unDA, Thrilling Science Fiction, quarterly (except when bimonthly), , , 1974-75, 4/75, 6/75, , , B, "combined with SF Adventures" in 4/75 only
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, spring, , #68(19-1), , U, Onspec
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 6, , 19-10, , U, The New York Review of Science Fiction
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 8, , 19-12, , U, The New York Review of Science Fiction
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 6, , 210, , U, Interzone
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 8, , 13-6, , U, Realms of Fantasy
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 8, , #559 (59-2), , U, Locus
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 9, , 127-9, , U, Analog
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 8, , 379 (31-8), , U, Asimov's Science Fiction
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 10/11, , 381&382 (31-10 &11), , U, Asimov's Science Fiction
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 6, , 662(112-6), , U, Fantasy and Science Fiction
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 7, , 663(113-1), , U, Fantasy and Science Fiction
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 8, , 664(113-2), , U, Fantasy and Science Fiction
http://static.free-dissociation.com/magventory/mag-018.jpg, mkr, mgentile555, 9/7/07, KKB, , , New Mags, misc, , New mags from the mail, , 2007, 10/11, , 666(113-4 &5), , U, Fantasy and Science Fiction
http://static.free-dissociation.com/magventory/mag-019.jpg, dnawi, mgentile555, 8/27/2007, JSB+JFC, , , unDA, misc, , , , 1941-2, 2; 4; 6/41, 3/42, 1-1, 2-1, B, Stirring Science Stories, Binding Status: 
http://static.free-dissociation.com/magventory/mag-019.jpg, dnawi, mgentile555, 8/27/2007, JSB+JFC, , , unDA, misc, , , , 1970, 6/1970, x4, 1-1 x4, , B, Story Digest Magazines: "Boris Karloff Tales of Mystery"; "Believe it or not: True Ghost Stories"; "Tarzan of the Apes"; "Dark Shadows"; 4 subtitles of magazine; each is issue 1-1; June '70 (weird), Binding Status: 
http://static.free-dissociation.com/magventory/mag-019.jpg, dnawi, mgentile555, 8/27/2007, JSB+JFC, , , unDA, misc, , , , 1969-70, Spr-Fall/69; Spr-Fall/70, , 8, 13, B, Strange Fantasy (3x/year), Binding Status: 
http://static.free-dissociation.com/magventory/mag-019.jpg, dnawi, mgentile555, 8/27/2007, JSB+JFC, , , unDA, misc, , , , 1931-2, 9/31, 3/32, 1-1, 2-1, B, Strange Tales (bimonthly), Binding Status: 
http://static.free-dissociation.com/magventory/mag-019.jpg, dnawi, mgentile555, 8/27/2007, JSB+JFC, , , unDA, misc, , , , 1956-7, 12/56, 12/57, 1-1, 2-1, B, Super-Science Fiction (bimonthly), Binding Status: 
http://static.free-dissociation.com/magventory/mag-019.jpg, dnawi, mgentile555, 8/27/2007, JSB+JFC, , , unDA, misc, , , , 1958, 2, 12, 2-2, 3-1, B, Super-Science Fiction (bimonthly), Binding Status: 
http://static.free-dissociation.com/magventory/mag-019.jpg, dnawi, mgentile555, 8/27/2007, JSB+JFC, , , unDA, misc, , , , 1959, 2, 10, 3-2, 3-6, B, Super-Science Fiction (bimonthly), Binding Status: 
